team,opponent,year,round,match_date,result,home_away,venue,crowd,score,margin
Greater Western Sydney Giants,Port Adelaide Power,2022,17,2022-07-09,L,A,Adelaide Oval,24744.0,,-55
North Melbourne Kangaroos,Collingwood Magpies,2022,17,2022-07-09,L,A,Melbourne Cricket Ground,45039.0,,-7
Port Adelaide Power,Greater Western Sydney Giants,2022,17,2022-07-09,W,H,Adelaide Oval,24744.0,,55
Richmond Tigers,Gold Coast Suns,2022,17,2022-07-09,L,A,People First Stadium,18031.0,,-2
St Kilda Saints,Fremantle Dockers,2022,17,2022-07-09,L,H,Marvel Stadium,21652.0,,-41
Adelaide Crows,Hawthorn Hawks,2022,17,2022-07-10,L,A,Marvel Stadium,18833.0,,-32
Brisbane Lions,Essendon Bombers,2022,17,2022-07-10,L,H,The Gabba,29101.0,,-10
Carlton Blues,West Coast Eagles,2022,17,2022-07-10,W,A,Optus Stadium,43359.0,,63
Essendon Bombers,Brisbane Lions,2022,17,2022-07-10,W,A,The Gabba,29101.0,,10
Hawthorn Hawks,Adelaide Crows,2022,17,2022-07-10,W,H,Marvel Stadium,18833.0,,32
West Coast Eagles,Carlton Blues,2022,17,2022-07-10,L,H,Optus Stadium,43359.0,,-63
St Kilda Saints,Western Bulldogs,2022,18,2022-07-15,L,A,Marvel Stadium,25981.0,,-28
Western Bulldogs,St Kilda Saints,2022,18,2022-07-15,W,H,Marvel Stadium,25981.0,,28
Adelaide Crows,Collingwood Magpies,2022,18,2022-07-16,L,H,Adelaide Oval,30110.0,,-5
Brisbane Lions,Greater Western Sydney Giants,2022,18,2022-07-16,W,A,Manuka Oval,9010.0,,40
Carlton Blues,Geelong Cats,2022,18,2022-07-16,L,H,Melbourne Cricket Ground,68208.0,,-30
Collingwood Magpies,Adelaide Crows,2022,18,2022-07-16,W,A,Adelaide Oval,30110.0,,5
Fremantle Dockers,Sydney Swans,2022,18,2022-07-16,L,H,Optus Stadium,46596.0,,-17
Geelong Cats,Carlton Blues,2022,18,2022-07-16,W,A,Melbourne Cricket Ground,68208.0,,30
Greater Western Sydney Giants,Brisbane Lions,2022,18,2022-07-16,L,H,Manuka Oval,9010.0,,-40
North Melbourne Kangaroos,Richmond Tigers,2022,18,2022-07-16,W,H,Marvel Stadium,22666.0,,4
Richmond Tigers,North Melbourne Kangaroos,2022,18,2022-07-16,L,A,Marvel Stadium,22666.0,,-4
Sydney Swans,Fremantle Dockers,2022,18,2022-07-16,W,A,Optus Stadium,46596.0,,17
Essendon Bombers,Gold Coast Suns,2022,18,2022-07-17,W,H,Marvel Stadium,23484.0,,48
Gold Coast Suns,Essendon Bombers,2022,18,2022-07-17,L,A,Marvel Stadium,23484.0,,-48
Hawthorn Hawks,West Coast Eagles,2022,18,2022-07-17,W,H,Melbourne Cricket Ground,22598.0,,25
Melbourne Demons,Port Adelaide Power,2022,18,2022-07-17,W,H,TIO Traeger Park,6312.0,,14
Port Adelaide Power,Melbourne Demons,2022,18,2022-07-17,L,A,TIO Traeger Park,6312.0,,-14
West Coast Eagles,Hawthorn Hawks,2022,18,2022-07-17,L,A,Melbourne Cricket Ground,22598.0,,-25
Fremantle Dockers,Richmond Tigers,2022,19,2022-07-22,D,A,Marvel Stadium,23549.0,,0
Richmond Tigers,Fremantle Dockers,2022,19,2022-07-22,D,H,Marvel Stadium,23549.0,,0
Adelaide Crows,Sydney Swans,2022,19,2022-07-23,L,A,Sydney Cricket Ground,25084.0,,-33
Brisbane Lions,Gold Coast Suns,2022,19,2022-07-23,W,H,The Gabba,21467.0,,17
Geelong Cats,Port Adelaide Power,2022,19,2022-07-23,W,A,Adelaide Oval,30937.0,,12
Gold Coast Suns,Brisbane Lions,2022,19,2022-07-23,L,A,The Gabba,21467.0,,-17
Hawthorn Hawks,North Melbourne Kangaroos,2022,19,2022-07-23,W,A,Ninja Stadium,9713.0,,46
Melbourne Demons,Western Bulldogs,2022,19,2022-07-23,L,A,Marvel Stadium,26501.0,,-10
North Melbourne Kangaroos,Hawthorn Hawks,2022,19,2022-07-23,L,H,Ninja Stadium,9713.0,,-46
Port Adelaide Power,Geelong Cats,2022,19,2022-07-23,L,H,Adelaide Oval,30937.0,,-12
Sydney Swans,Adelaide Crows,2022,19,2022-07-23,W,H,Sydney Cricket Ground,25084.0,,33
Western Bulldogs,Melbourne Demons,2022,19,2022-07-23,W,H,Marvel Stadium,26501.0,,10
Carlton Blues,Greater Western Sydney Giants,2022,19,2022-07-24,W,H,Marvel Stadium,30295.0,,36
Collingwood Magpies,Essendon Bombers,2022,19,2022-07-24,W,H,Melbourne Cricket Ground,72402.0,,4
Essendon Bombers,Collingwood Magpies,2022,19,2022-07-24,L,A,Melbourne Cricket Ground,72402.0,,-4
Greater Western Sydney Giants,Carlton Blues,2022,19,2022-07-24,L,A,Marvel Stadium,30295.0,,-36
St Kilda Saints,West Coast Eagles,2022,19,2022-07-24,W,A,Optus Stadium,35665.0,,28
West Coast Eagles,St Kilda Saints,2022,19,2022-07-24,L,H,Optus Stadium,35665.0,,-28
Fremantle Dockers,Melbourne Demons,2022,20,2022-07-29,L,H,Optus Stadium,46313.0,,-46
Melbourne Demons,Fremantle Dockers,2022,20,2022-07-29,W,A,Optus Stadium,46313.0,,46
Adelaide Crows,Carlton Blues,2022,20,2022-07-30,W,H,Adelaide Oval,35666.0,,29
Carlton Blues,Adelaide Crows,2022,20,2022-07-30,L,A,Adelaide Oval,35666.0,,-29
Collingwood Magpies,Port Adelaide Power,2022,20,2022-07-30,W,H,Melbourne Cricket Ground,40716.0,,6
Geelong Cats,Western Bulldogs,2022,20,2022-07-30,W,H,GMHBA Stadium,22106.0,,28
Greater Western Sydney Giants,Sydney Swans,2022,20,2022-07-30,L,A,Sydney Cricket Ground,31916.0,,-73
Hawthorn Hawks,St Kilda Saints,2022,20,2022-07-30,L,A,Marvel Stadium,25348.0,,-12
Port Adelaide Power,Collingwood Magpies,2022,20,2022-07-30,L,A,Melbourne Cricket Ground,40716.0,,-6
St Kilda Saints,Hawthorn Hawks,2022,20,2022-07-30,W,H,Marvel Stadium,25348.0,,12
Sydney Swans,Greater Western Sydney Giants,2022,20,2022-07-30,W,H,Sydney Cricket Ground,31916.0,,73
Western Bulldogs,Geelong Cats,2022,20,2022-07-30,L,A,GMHBA Stadium,22106.0,,-28
Brisbane Lions,Richmond Tigers,2022,20,2022-07-31,L,A,Melbourne Cricket Ground,39056.0,,-7
Essendon Bombers,North Melbourne Kangaroos,2022,20,2022-07-31,W,H,Marvel Stadium,29549.0,,48
Gold Coast Suns,West Coast Eagles,2022,20,2022-07-31,W,H,People First Stadium,8282.0,,3
North Melbourne Kangaroos,Essendon Bombers,2022,20,2022-07-31,L,A,Marvel Stadium,29549.0,,-48
Richmond Tigers,Brisbane Lions,2022,20,2022-07-31,W,H,Melbourne Cricket Ground,39056.0,,7
West Coast Eagles,Gold Coast Suns,2022,20,2022-07-31,L,A,People First Stadium,8282.0,,-3
Collingwood Magpies,Melbourne Demons,2022,21,2022-08-05,W,A,Melbourne Cricket Ground,70596.0,,7
Melbourne Demons,Collingwood Magpies,2022,21,2022-08-05,L,H,Melbourne Cricket Ground,70596.0,,-7
Essendon Bombers,Greater Western Sydney Giants,2022,21,2022-08-06,L,A,ENGIE Stadium,7772.0,,-27
Fremantle Dockers,Western Bulldogs,2022,21,2022-08-06,W,A,Marvel Stadium,24130.0,,17
Geelong Cats,St Kilda Saints,2022,21,2022-08-06,W,H,GMHBA Stadium,20583.0,,45
Gold Coast Suns,Hawthorn Hawks,2022,21,2022-08-06,L,A,UTAS Stadium,9022.0,,-7
Greater Western Sydney Giants,Essendon Bombers,2022,21,2022-08-06,W,H,ENGIE Stadium,7772.0,,27
Hawthorn Hawks,Gold Coast Suns,2022,21,2022-08-06,W,H,UTAS Stadium,9022.0,,7
Port Adelaide Power,Richmond Tigers,2022,21,2022-08-06,L,H,Adelaide Oval,27091.0,,-38
Richmond Tigers,Port Adelaide Power,2022,21,2022-08-06,W,A,Adelaide Oval,27091.0,,38
St Kilda Saints,Geelong Cats,2022,21,2022-08-06,L,A,GMHBA Stadium,20583.0,,-45
Western Bulldogs,Fremantle Dockers,2022,21,2022-08-06,L,H,Marvel Stadium,24130.0,,-17
Adelaide Crows,West Coast Eagles,2022,21,2022-08-07,W,A,Optus Stadium,50117.0,,16
Brisbane Lions,Carlton Blues,2022,21,2022-08-07,W,H,The Gabba,31011.0,,33
Carlton Blues,Brisbane Lions,2022,21,2022-08-07,L,A,The Gabba,31011.0,,-33
North Melbourne Kangaroos,Sydney Swans,2022,21,2022-08-07,L,H,Marvel Stadium,19091.0,,-38
Sydney Swans,North Melbourne Kangaroos,2022,21,2022-08-07,W,A,Marvel Stadium,19091.0,,38
West Coast Eagles,Adelaide Crows,2022,21,2022-08-07,L,H,Optus Stadium,50117.0,,-16
Brisbane Lions,St Kilda Saints,2022,22,2022-08-12,W,A,Marvel Stadium,22211.0,,15
St Kilda Saints,Brisbane Lions,2022,22,2022-08-12,L,H,Marvel Stadium,22211.0,,-15
Adelaide Crows,North Melbourne Kangaroos,2022,22,2022-08-13,W,H,Adelaide Oval,28802.0,,29
Carlton Blues,Melbourne Demons,2022,22,2022-08-13,L,A,Melbourne Cricket Ground,55705.0,,-5
Fremantle Dockers,West Coast Eagles,2022,22,2022-08-13,W,H,Optus Stadium,53818.0,,24
Geelong Cats,Gold Coast Suns,2022,22,2022-08-13,W,A,People First Stadium,14728.0,,60
Gold Coast Suns,Geelong Cats,2022,22,2022-08-13,L,H,People First Stadium,14728.0,,-60
Greater Western Sydney Giants,Western Bulldogs,2022,22,2022-08-13,L,A,Marvel Stadium,18301.0,,-5
Melbourne Demons,Carlton Blues,2022,22,2022-08-13,W,H,Melbourne Cricket Ground,55705.0,,5
North Melbourne Kangaroos,Adelaide Crows,2022,22,2022-08-13,L,A,Adelaide Oval,28802.0,,-29
West Coast Eagles,Fremantle Dockers,2022,22,2022-08-13,L,A,Optus Stadium,53818.0,,-24
Western Bulldogs,Greater Western Sydney Giants,2022,22,2022-08-13,W,H,Marvel Stadium,18301.0,,5
Collingwood Magpies,Sydney Swans,2022,22,2022-08-14,L,A,Sydney Cricket Ground,44659.0,,-27
Essendon Bombers,Port Adelaide Power,2022,22,2022-08-14,L,H,Marvel Stadium,20568.0,,-84
Hawthorn Hawks,Richmond Tigers,2022,22,2022-08-14,L,A,Melbourne Cricket Ground,59338.0,,-61
Port Adelaide Power,Essendon Bombers,2022,22,2022-08-14,W,A,Marvel Stadium,20568.0,,84
Richmond Tigers,Hawthorn Hawks,2022,22,2022-08-14,W,H,Melbourne Cricket Ground,59338.0,,61
Sydney Swans,Collingwood Magpies,2022,22,2022-08-14,W,H,Sydney Cricket Ground,44659.0,,27
Brisbane Lions,Melbourne Demons,2022,23,2022-08-19,L,H,The Gabba,32172.0,,-58
Melbourne Demons,Brisbane Lions,2022,23,2022-08-19,W,A,The Gabba,32172.0,,58
Adelaide Crows,Port Adelaide Power,2022,23,2022-08-20,L,A,Adelaide Oval,50090.0,,-56
Essendon Bombers,Richmond Tigers,2022,23,2022-08-20,L,H,Melbourne Cricket Ground,58366.0,,-66
Fremantle Dockers,Greater Western Sydney Giants,2022,23,2022-08-20,W,A,Manuka Oval,7338.0,,20
Geelong Cats,West Coast Eagles,2022,23,2022-08-20,W,H,GMHBA Stadium,21098.0,,85
Gold Coast Suns,North Melbourne Kangaroos,2022,23,2022-08-20,W,A,Marvel Stadium,14196.0,,67
Greater Western Sydney Giants,Fremantle Dockers,2022,23,2022-08-20,L,H,Manuka Oval,7338.0,,-20
North Melbourne Kangaroos,Gold Coast Suns,2022,23,2022-08-20,L,H,Marvel Stadium,14196.0,,-67
Port Adelaide Power,Adelaide Crows,2022,23,2022-08-20,W,H,Adelaide Oval,50090.0,,56
Richmond Tigers,Essendon Bombers,2022,23,2022-08-20,W,A,Melbourne Cricket Ground,58366.0,,66
West Coast Eagles,Geelong Cats,2022,23,2022-08-20,L,A,GMHBA Stadium,21098.0,,-85
Carlton Blues,Collingwood Magpies,2022,23,2022-08-21,L,H,Melbourne Cricket Ground,88287.0,,-1
Collingwood Magpies,Carlton Blues,2022,23,2022-08-21,W,A,Melbourne Cricket Ground,88287.0,,1
Hawthorn Hawks,Western Bulldogs,2022,23,2022-08-21,L,H,UTAS Stadium,13105.0,,-23
St Kilda Saints,Sydney Swans,2022,23,2022-08-21,L,H,Marvel Stadium,23344.0,,-14
Sydney Swans,St Kilda Saints,2022,23,2022-08-21,W,A,Marvel Stadium,23344.0,,14
Western Bulldogs,Hawthorn Hawks,2022,23,2022-08-21,W,A,UTAS Stadium,13105.0,,23
Brisbane Lions,Richmond Tigers,2022,EF,2022-09-01,W,H,The Gabba,35013.0,,2
Richmond Tigers,Brisbane Lions,2022,EF,2022-09-01,L,A,The Gabba,35013.0,,-2
Melbourne Demons,Sydney Swans,2022,QF,2022-09-02,L,H,Melbourne Cricket Ground,78377.0,,-22
Sydney Swans,Melbourne Demons,2022,QF,2022-09-02,W,A,Melbourne Cricket Ground,78377.0,,22
Collingwood Magpies,Geelong Cats,2022,QF,2022-09-03,L,A,Melbourne Cricket Ground,91525.0,,-6
Fremantle Dockers,Western Bulldogs,2022,EF,2022-09-03,W,H,Optus Stadium,58982.0,,13
Geelong Cats,Collingwood Magpies,2022,QF,2022-09-03,W,H,Melbourne Cricket Ground,91525.0,,6
Western Bulldogs,Fremantle Dockers,2022,EF,2022-09-03,L,A,Optus Stadium,58982.0,,-13
Brisbane Lions,Melbourne Demons,2022,SF,2022-09-09,W,A,Melbourne Cricket Ground,62162.0,,13
Melbourne Demons,Brisbane Lions,2022,SF,2022-09-09,L,H,Melbourne Cricket Ground,62162.0,,-13
Collingwood Magpies,Fremantle Dockers,2022,SF,2022-09-10,W,H,Melbourne Cricket Ground,90612.0,,20
Fremantle Dockers,Collingwood Magpies,2022,SF,2022-09-10,L,A,Melbourne Cricket Ground,90612.0,,-20
Brisbane Lions,Geelong Cats,2022,PF,2022-09-16,L,A,Melbourne Cricket Ground,77677.0,,-71
Geelong Cats,Brisbane Lions,2022,PF,2022-09-16,W,H,Melbourne Cricket Ground,77677.0,,71
Collingwood Magpies,Sydney Swans,2022,PF,2022-09-17,L,A,Sydney Cricket Ground,45608.0,,-1
Sydney Swans,Collingwood Magpies,2022,PF,2022-09-17,W,H,Sydney Cricket Ground,45608.0,,1
Geelong Cats,Sydney Swans,2022,GF,2022-09-24,W,H,Melbourne Cricket Ground,100024.0,,81
Sydney Swans,Geelong Cats,2022,GF,2022-09-24,L,A,Melbourne Cricket Ground,100024.0,,-81
Carlton Blues,Richmond Tigers,2023,1,2023-03-16,D,A,Melbourne Cricket Ground,88084.0,,0
Richmond Tigers,Carlton Blues,2023,1,2023-03-16,D,H,Melbourne Cricket Ground,88084.0,,0
Collingwood Magpies,Geelong Cats,2023,1,2023-03-17,W,A,Melbourne Cricket Ground,86595.0,,22
Geelong Cats,Collingwood Magpies,2023,1,2023-03-17,L,H,Melbourne Cricket Ground,86595.0,,-22
Brisbane Lions,Port Adelaide Power,2023,1,2023-03-18,L,A,Adelaide Oval,34255.0,,-54
Gold Coast Suns,Sydney Swans,2023,1,2023-03-18,L,H,People First Stadium,13648.0,,-49
Melbourne Demons,Western Bulldogs,2023,1,2023-03-18,W,H,Melbourne Cricket Ground,48103.0,,50
North Melbourne Kangaroos,West Coast Eagles,2023,1,2023-03-18,W,H,Marvel Stadium,21274.0,,5
Port Adelaide Power,Brisbane Lions,2023,1,2023-03-18,W,H,Adelaide Oval,34255.0,,54
Sydney Swans,Gold Coast Suns,2023,1,2023-03-18,W,A,People First Stadium,13648.0,,49
West Coast Eagles,North Melbourne Kangaroos,2023,1,2023-03-18,L,A,Marvel Stadium,21274.0,,-5
Western Bulldogs,Melbourne Demons,2023,1,2023-03-18,L,A,Melbourne Cricket Ground,48103.0,,-50
Adelaide Crows,Greater Western Sydney Giants,2023,1,2023-03-19,L,A,ENGIE Stadium,8169.0,,-16
Essendon Bombers,Hawthorn Hawks,2023,1,2023-03-19,W,A,Melbourne Cricket Ground,68691.0,,59
Fremantle Dockers,St Kilda Saints,2023,1,2023-03-19,L,A,Marvel Stadium,23429.0,,-15
Greater Western Sydney Giants,Adelaide Crows,2023,1,2023-03-19,W,H,ENGIE Stadium,8169.0,,16
Hawthorn Hawks,Essendon Bombers,2023,1,2023-03-19,L,H,Melbourne Cricket Ground,68691.0,,-59
St Kilda Saints,Fremantle Dockers,2023,1,2023-03-19,W,H,Marvel Stadium,23429.0,,15
Carlton Blues,Geelong Cats,2023,2,2023-03-23,W,H,Melbourne Cricket Ground,55861.0,,8
Geelong Cats,Carlton Blues,2023,2,2023-03-23,L,A,Melbourne Cricket Ground,55861.0,,-8
Brisbane Lions,Melbourne Demons,2023,2,2023-03-24,W,H,The Gabba,30047.0,,11
Melbourne Demons,Brisbane Lions,2023,2,2023-03-24,L,A,The Gabba,30047.0,,-11
Adelaide Crows,Richmond Tigers,2023,2,2023-03-25,L,H,Adelaide Oval,38492.0,,-32
Collingwood Magpies,Port Adelaide Power,2023,2,2023-03-25,W,H,Melbourne Cricket Ground,60744.0,,71
Fremantle Dockers,North Melbourne Kangaroos,2023,2,2023-03-25,L,H,Optus Stadium,40487.0,,-1
North Melbourne Kangaroos,Fremantle Dockers,2023,2,2023-03-25,W,A,Optus Stadium,40487.0,,1
Port Adelaide Power,Collingwood Magpies,2023,2,2023-03-25,L,A,Melbourne Cricket Ground,60744.0,,-71
Richmond Tigers,Adelaide Crows,2023,2,2023-03-25,W,A,Adelaide Oval,38492.0,,32
St Kilda Saints,Western Bulldogs,2023,2,2023-03-25,W,A,Marvel Stadium,33294.0,,51
Western Bulldogs,St Kilda Saints,2023,2,2023-03-25,L,H,Marvel Stadium,33294.0,,-51
Essendon Bombers,Gold Coast Suns,2023,2,2023-03-26,W,H,Marvel Stadium,32915.0,,28
Gold Coast Suns,Essendon Bombers,2023,2,2023-03-26,L,A,Marvel Stadium,32915.0,,-28
Greater Western Sydney Giants,West Coast Eagles,2023,2,2023-03-26,L,A,Optus Stadium,44649.0,,-19
Hawthorn Hawks,Sydney Swans,2023,2,2023-03-26,L,A,Sydney Cricket Ground,37052.0,,-81
Sydney Swans,Hawthorn Hawks,2023,2,2023-03-26,W,H,Sydney Cricket Ground,37052.0,,81
West Coast Eagles,Greater Western Sydney Giants,2023,2,2023-03-26,W,H,Optus Stadium,44649.0,,19
Brisbane Lions,Western Bulldogs,2023,3,2023-03-30,L,A,Marvel Stadium,23665.0,,-14
Western Bulldogs,Brisbane Lions,2023,3,2023-03-30,W,H,Marvel Stadium,23665.0,,14
Collingwood Magpies,Richmond Tigers,2023,3,2023-03-31,W,H,Melbourne Cricket Ground,85241.0,,14
Richmond Tigers,Collingwood Magpies,2023,3,2023-03-31,L,A,Melbourne Cricket Ground,85241.0,,-14
Adelaide Crows,Port Adelaide Power,2023,3,2023-04-01,W,A,Adelaide Oval,48962.0,,31
Carlton Blues,Greater Western Sydney Giants,2023,3,2023-04-01,W,A,ENGIE Stadium,9691.0,,10
Essendon Bombers,St Kilda Saints,2023,3,2023-04-01,L,A,Melbourne Cricket Ground,69255.0,,-18
Greater Western Sydney Giants,Carlton Blues,2023,3,2023-04-01,L,H,ENGIE Stadium,9691.0,,-10
Hawthorn Hawks,North Melbourne Kangaroos,2023,3,2023-04-01,W,H,UTAS Stadium,11007.0,,19
North Melbourne Kangaroos,Hawthorn Hawks,2023,3,2023-04-01,L,A,UTAS Stadium,11007.0,,-19
Port Adelaide Power,Adelaide Crows,2023,3,2023-04-01,L,H,Adelaide Oval,48962.0,,-31
St Kilda Saints,Essendon Bombers,2023,3,2023-04-01,W,H,Melbourne Cricket Ground,69255.0,,18
Fremantle Dockers,West Coast Eagles,2023,3,2023-04-02,W,H,Optus Stadium,56090.0,,41
Geelong Cats,Gold Coast Suns,2023,3,2023-04-02,L,A,People First Stadium,13122.0,,-19
Gold Coast Suns,Geelong Cats,2023,3,2023-04-02,W,H,People First Stadium,13122.0,,19
Melbourne Demons,Sydney Swans,2023,3,2023-04-02,W,H,Melbourne Cricket Ground,42423.0,,50
Sydney Swans,Melbourne Demons,2023,3,2023-04-02,L,A,Melbourne Cricket Ground,42423.0,,-50
West Coast Eagles,Fremantle Dockers,2023,3,2023-04-02,L,A,Optus Stadium,56090.0,,-41
Brisbane Lions,Collingwood Magpies,2023,4,2023-04-06,W,H,The Gabba,33565.0,,33
Collingwood Magpies,Brisbane Lions,2023,4,2023-04-06,L,A,The Gabba,33565.0,,-33
Carlton Blues,North Melbourne Kangaroos,2023,4,2023-04-07,W,A,Marvel Stadium,49062.0,,23
North Melbourne Kangaroos,Carlton Blues,2023,4,2023-04-07,L,H,Marvel Stadium,49062.0,,-23
Adelaide Crows,Fremantle Dockers,2023,4,2023-04-08,W,H,Adelaide Oval,33725.0,,39
Fremantle Dockers,Adelaide Crows,2023,4,2023-04-08,L,A,Adelaide Oval,33725.0,,-39
Gold Coast Suns,St Kilda Saints,2023,4,2023-04-08,L,A,Marvel Stadium,21049.0,,-53
Port Adelaide Power,Sydney Swans,2023,4,2023-04-08,W,A,Sydney Cricket Ground,31686.0,,2
Richmond Tigers,Western Bulldogs,2023,4,2023-04-08,L,H,Melbourne Cricket Ground,56449.0,,-5
St Kilda Saints,Gold Coast Suns,2023,4,2023-04-08,W,H,Marvel Stadium,21049.0,,53
Sydney Swans,Port Adelaide Power,2023,4,2023-04-08,L,H,Sydney Cricket Ground,31686.0,,-2
Western Bulldogs,Richmond Tigers,2023,4,2023-04-08,W,A,Melbourne Cricket Ground,56449.0,,5
Essendon Bombers,Greater Western Sydney Giants,2023,4,2023-04-09,W,H,Marvel Stadium,28815.0,,13
Greater Western Sydney Giants,Essendon Bombers,2023,4,2023-04-09,L,A,Marvel Stadium,28815.0,,-13
Melbourne Demons,West Coast Eagles,2023,4,2023-04-09,W,A,Optus Stadium,42458.0,,63
West Coast Eagles,Melbourne Demons,2023,4,2023-04-09,L,H,Optus Stadium,42458.0,,-63
Geelong Cats,Hawthorn Hawks,2023,4,2023-04-10,W,H,Melbourne Cricket Ground,65335.0,,82
Hawthorn Hawks,Geelong Cats,2023,4,2023-04-10,L,A,Melbourne Cricket Ground,65335.0,,-82
Adelaide Crows,Carlton Blues,2023,5,2023-04-13,W,H,Adelaide Oval,47395.0,,56
Carlton Blues,Adelaide Crows,2023,5,2023-04-13,L,A,Adelaide Oval,47395.0,,-56
Fremantle Dockers,Gold Coast Suns,2023,5,2023-04-14,W,H,Norwood Oval,9329.0,,10
Gold Coast Suns,Fremantle Dockers,2023,5,2023-04-14,L,A,Norwood Oval,9329.0,,-10
Richmond Tigers,Sydney Swans,2023,5,2023-04-14,L,H,Adelaide Oval,42134.0,,-44
Sydney Swans,Richmond Tigers,2023,5,2023-04-14,W,A,Adelaide Oval,42134.0,,44
Brisbane Lions,North Melbourne Kangaroos,2023,5,2023-04-15,W,H,Adelaide Hills,7329.0,,75
Essendon Bombers,Melbourne Demons,2023,5,2023-04-15,W,H,Adelaide Oval,33832.0,,27
Melbourne Demons,Essendon Bombers,2023,5,2023-04-15,L,A,Adelaide Oval,33832.0,,-27
North Melbourne Kangaroos,Brisbane Lions,2023,5,2023-04-15,L,A,Adelaide Hills,7329.0,,-75
Port Adelaide Power,Western Bulldogs,2023,5,2023-04-15,W,H,Adelaide Oval,45115.0,,14
Western Bulldogs,Port Adelaide Power,2023,5,2023-04-15,L,A,Adelaide Oval,45115.0,,-14
Collingwood Magpies,St Kilda Saints,2023,5,2023-04-16,W,H,Adelaide Oval,43976.0,,6
Geelong Cats,West Coast Eagles,2023,5,2023-04-16,W,H,Adelaide Oval,30120.0,,47
Greater Western Sydney Giants,Hawthorn Hawks,2023,5,2023-04-16,W,H,Norwood Oval,9057.0,,2
Hawthorn Hawks,Greater Western Sydney Giants,2023,5,2023-04-16,L,A,Norwood Oval,9057.0,,-2
St Kilda Saints,Collingwood Magpies,2023,5,2023-04-16,L,A,Adelaide Oval,43976.0,,-6
West Coast Eagles,Geelong Cats,2023,5,2023-04-16,L,A,Adelaide Oval,30120.0,,-47
Fremantle Dockers,Western Bulldogs,2023,6,2023-04-21,L,H,Optus Stadium,47503.0,,-49
Western Bulldogs,Fremantle Dockers,2023,6,2023-04-21,W,A,Optus Stadium,47503.0,,49
Brisbane Lions,Greater Western Sydney Giants,2023,6,2023-04-22,W,A,Manuka Oval,10461.0,,21
Geelong Cats,Sydney Swans,2023,6,2023-04-22,W,H,GMHBA Stadium,23134.0,,93
Greater Western Sydney Giants,Brisbane Lions,2023,6,2023-04-22,L,H,Manuka Oval,10461.0,,-21
Port Adelaide Power,West Coast Eagles,2023,6,2023-04-22,W,H,Adelaide Oval,31638.0,,40
Sydney Swans,Geelong Cats,2023,6,2023-04-22,L,A,GMHBA Stadium,23134.0,,-93
West Coast Eagles,Port Adelaide Power,2023,6,2023-04-22,L,A,Adelaide Oval,31638.0,,-40
Adelaide Crows,Hawthorn Hawks,2023,6,2023-04-23,W,A,UTAS Stadium,10119.0,,3
Carlton Blues,St Kilda Saints,2023,6,2023-04-23,L,H,Marvel Stadium,45770.0,,-22
Gold Coast Suns,North Melbourne Kangaroos,2023,6,2023-04-23,W,H,People First Stadium,9672.0,,43
Hawthorn Hawks,Adelaide Crows,2023,6,2023-04-23,L,H,UTAS Stadium,10119.0,,-3
North Melbourne Kangaroos,Gold Coast Suns,2023,6,2023-04-23,L,A,People First Stadium,9672.0,,-43
St Kilda Saints,Carlton Blues,2023,6,2023-04-23,W,A,Marvel Stadium,45770.0,,22
Melbourne Demons,Richmond Tigers,2023,6,2023-04-24,W,H,Melbourne Cricket Ground,83985.0,,18
Richmond Tigers,Melbourne Demons,2023,6,2023-04-24,L,A,Melbourne Cricket Ground,83985.0,,-18
Collingwood Magpies,Essendon Bombers,2023,6,2023-04-25,W,H,Melbourne Cricket Ground,95179.0,,13
Essendon Bombers,Collingwood Magpies,2023,6,2023-04-25,L,A,Melbourne Cricket Ground,95179.0,,-13
Port Adelaide Power,St Kilda Saints,2023,7,2023-04-28,W,A,Marvel Stadium,25845.0,,7
St Kilda Saints,Port Adelaide Power,2023,7,2023-04-28,L,H,Marvel Stadium,25845.0,,-7
Brisbane Lions,Fremantle Dockers,2023,7,2023-04-29,W,H,The Gabba,25528.0,,48
Carlton Blues,West Coast Eagles,2023,7,2023-04-29,W,A,Optus Stadium,47940.0,,108
Fremantle Dockers,Brisbane Lions,2023,7,2023-04-29,L,A,The Gabba,25528.0,,-48
Greater Western Sydney Giants,Sydney Swans,2023,7,2023-04-29,W,A,Sydney Cricket Ground,31615.0,,1
Hawthorn Hawks,Western Bulldogs,2023,7,2023-04-29,L,A,Marvel Stadium,40119.0,,-29
Melbourne Demons,North Melbourne Kangaroos,2023,7,2023-04-29,W,H,Melbourne Cricket Ground,29455.0,,90
North Melbourne Kangaroos,Melbourne Demons,2023,7,2023-04-29,L,A,Melbourne Cricket Ground,29455.0,,-90
Sydney Swans,Greater Western Sydney Giants,2023,7,2023-04-29,L,H,Sydney Cricket Ground,31615.0,,-1
West Coast Eagles,Carlton Blues,2023,7,2023-04-29,L,H,Optus Stadium,47940.0,,-108
Western Bulldogs,Hawthorn Hawks,2023,7,2023-04-29,W,H,Marvel Stadium,40119.0,,29
